date,country,region,healthcare_access,population,risk_score,avg_risk_score,total_cases,active_alerts,top_disease,top_risk_factor,risk_tier
2023-01-01,Nigeria,Borno,0.5,27500000,32.8,27.580000000000002,14066,0,Meningitis,Disease Severity,🟡 Medium
2023-01-01,Nigeria,Kaduna,0.5,27500000,32.1,27.9,19290,0,Meningitis,Disease Severity,🟡 Medium
2023-01-01,Nigeria,Kano,0.5,27500000,32.1,27.830000000000002,18283,0,Meningitis,Disease Severity,🟡 Medium
2023-01-01,Nigeria,Lagos,0.5,27500000,36.0,28.939999999999998,39274,0,Tuberculosis,Disease Severity,🟡 Medium
2023-01-01,Nigeria,Oyo,0.5,27500000,32.1,27.560000000000002,18493,0,Meningitis,Disease Severity,🟡 Medium
2023-01-01,Nigeria,Rivers,0.5,27500000,32.3,27.52,12398,0,Meningitis,Disease Severity,🟡 Medium
2023-01-01,Senegal,Dakar,0.6,2833333,31.5,26.21,3743,0,Meningitis,Disease Severity,🟡 Medium
2023-01-01,Senegal,Diourbel,0.6,2833333,31.1,26.26,1613,0,Meningitis,Disease Severity,🟡 Medium
2023-01-01,Senegal,Saint-Louis,0.6,2833333,31.3,26.389999999999997,1240,0,Mpox,Disease Severity,🟡 Medium
2023-01-01,Senegal,Tambacounda,0.6,2833333,31.0,26.49,955,0,Meningitis,Disease Severity,🟡 Medium
2023-01-01,Senegal,Thiès,0.6,2833333,31.4,26.330000000000002,906,0,Meningitis,Disease Severity,🟡 Medium
2023-01-01,Senegal,Ziguinchor,0.6,2833333,32.2,26.52,1433,0,Mpox,Disease Severity,🟡 Medium
2023-01-01,Sudan,Blue Nile,0.35,7500000,33.7,28.73,1900,0,Meningitis,Disease Severity,🟡 Medium
2023-01-01,Sudan,Darfur,0.35,7500000,33.8,28.889999999999997,2545,0,Meningitis,Disease Severity,🟡 Medium
2023-01-01,Sudan,Kassala,0.35,7500000,34.3,28.669999999999998,2947,0,Meningitis,Disease Severity,🟡 Medium
2023-01-01,Sudan,Khartoum,0.35,7500000,36.0,29.580000000000002,5496,0,Meningitis,Disease Severity,🟡 Medium
2023-01-01,Sudan,Omdurman,0.35,7500000,34.8,29.01,2944,0,Meningitis,Disease Severity,🟡 Medium
2023-01-01,Sudan,Red Sea State,0.35,7500000,34.8,28.959999999999997,2926,0,Meningitis,Disease Severity,🟡 Medium
2023-01-01,Tanzania,Arusha,0.55,9000000,32.9,27.53,10416,0,Meningitis,Disease Severity,🟡 Medium
2023-01-01,Tanzania,Dar es Salaam,0.55,9000000,31.7,27.089999999999996,16225,0,Meningitis,Disease Severity,🟡 Medium
2023-01-01,Tanzania,Dodoma,0.55,9000000,31.4,26.6,3654,0,Meningitis,Disease Severity,🟡 Medium
2023-01-01,Tanzania,Mbeya,0.55,9000000,31.7,26.71,7277,0,Meningitis,Disease Severity,🟡 Medium
2023-01-01,Tanzania,Morogoro,0.55,9000000,31.9,26.74,6614,0,Meningitis,Disease Severity,🟡 Medium
2023-01-01,Tanzania,Mwanza,0.55,9000000,31.6,26.810000000000002,4024,0,Cholera,Disease Severity,🟡 Medium
2023-01-01,Tanzania,Zanzibar,0.55,9000000,31.4,26.860000000000003,7255,0,Meningitis,Disease Severity,🟡 Medium
2023-01-01,Uganda,Arua,0.55,6714285,31.8,26.589999999999996,2976,0,Meningitis,Disease Severity,🟡 Medium
2023-01-01,Uganda,Gulu,0.55,6714285,31.7,26.610000000000003,4522,0,Meningitis,Disease Severity,🟡 Medium
2023-01-01,Uganda,Jinja,0.55,6714285,32.3,27.009999999999998,3339,0,Meningitis,Disease Severity,🟡 Medium
2023-01-01,Uganda,Kampala,0.55,6714285,31.4,26.96,9574,0,Meningitis,Disease Severity,🟡 Medium
2023-01-01,Uganda,Lira,0.55,6714285,31.4,26.72,3360,0,Meningitis,Disease Severity,🟡 Medium
2023-01-01,Uganda,Mbale,0.55,6714285,31.6,26.85,3497,0,Meningitis,Disease Severity,🟡 Medium
2023-01-01,Uganda,Mbarara,0.55,6714285,31.4,26.939999999999998,4602,0,Meningitis,Disease Severity,🟡 Medium
2023-01-01,Zambia,Copperbelt,0.5,3800000,31.9,27.080000000000002,2517,0,Meningitis,Disease Severity,🟡 Medium
2023-01-01,Zambia,Eastern Province,0.5,3800000,31.8,26.97,1967,0,Meningitis,Disease Severity,🟡 Medium
2023-01-01,Zambia,Lusaka,0.5,3800000,32.2,27.57,6703,0,Meningitis,Disease Severity,🟡 Medium
2023-01-01,Zambia,Northern Province,0.5,3800000,31.9,27.15,2127,0,Meningitis,Disease Severity,🟡 Medium
2023-01-01,Zambia,Southern Province,0.5,3800000,32.0,27.119999999999997,2704,0,Meningitis,Disease Severity,🟡 Medium
2023-01-02,DRC,Bukavu,0.3,14285714,34.4,29.380000000000003,3774,0,Meningitis,Disease Severity,🟡 Medium
2023-01-02,DRC,Goma,0.3,14285714,34.2,29.560000000000002,4968,0,Meningitis,Disease Severity,🟡 Medium
2023-01-02,DRC,Kananga,0.3,14285714,35.1,29.78,5059,0,Meningitis,Disease Severity,🟡 Medium
2023-01-02,DRC,Kinshasa,0.3,14285714,34.6,30.060000000000002,14550,0,Cholera,Disease Severity,🟡 Medium
2023-01-02,DRC,Kisangani,0.3,14285714,35.8,29.839999999999996,4033,0,Meningitis,Disease Severity,🟡 Medium
2023-01-02,DRC,Lubumbashi,0.3,14285714,34.4,29.619999999999997,5879,0,Tuberculosis,Disease Severity,🟡 Medium
2023-01-02,DRC,Mbuji-Mayi,0.3,14285714,34.3,29.85,5511,0,Meningitis,Disease Severity,🟡 Medium
2023-01-02,Ethiopia,Addis Ababa,0.45,17142857,34.0,28.45,15950,0,Meningitis,Disease Severity,🟡 Medium
2023-01-02,Ethiopia,Afar,0.45,17142857,40.5,29.04,12166,0,Cholera,Disease Severity,🟡 Medium
2023-01-02,Ethiopia,Amhara,0.45,17142857,34.3,28.76,10376,0,Meningitis,Disease Severity,🟡 Medium
2023-01-02,Ethiopia,Oromia,0.45,17142857,32.6,28.74,11632,0,Meningitis,Disease Severity,🟡 Medium
2023-01-02,Ethiopia,Sidama,0.45,17142857,34.3,28.660000000000004,10692,0,Meningitis,Disease Severity,🟡 Medium
2023-01-02,Ethiopia,Somali Region,0.45,17142857,33.0,28.28,10139,0,Meningitis,Disease Severity,🟡 Medium
2023-01-02,Ethiopia,Tigray,0.45,17142857,32.9,28.77,10495,0,Meningitis,Disease Severity,🟡 Medium
2023-01-02,Ghana,Accra,0.7,4714285,32.9,26.47,9013,0,Cholera,Disease Severity,🟡 Medium
2023-01-02,Ghana,Kumasi,0.7,4714285,29.8,25.76,3243,0,Meningitis,Disease Severity,🟢 Low
2023-01-02,Ghana,Northern Region,0.7,4714285,30.7,26.839999999999996,5553,0,Meningitis,Disease Severity,🟡 Medium
2023-01-02,Ghana,Sekondi,0.7,4714285,30.9,25.660000000000004,3050,0,Meningitis,Disease Severity,🟡 Medium
2023-01-02,Ghana,Sunyani,0.7,4714285,30.1,25.22,2548,0,Meningitis,Disease Severity,🟡 Medium
2023-01-02,Ghana,Tamale,0.7,4714285,32.5,26.6,4347,0,Cholera,Disease Severity,🟡 Medium
2023-01-02,Ghana,Upper East,0.7,4714285,30.6,25.630000000000003,2675,0,Meningitis,Disease Severity,🟡 Medium
2023-01-02,Kenya,Eldoret,0.65,6750000,30.4,25.75,6121,0,Meningitis,Disease Severity,🟡 Medium
2023-01-02,Kenya,Garissa,0.65,6750000,36.1,26.49,4130,0,Meningitis,Disease Severity,🟡 Medium
2023-01-02,Kenya,Kisumu,0.65,6750000,37.3,27.48,3233,0,Meningitis,Disease Severity,🟡 Medium
2023-01-02,Kenya,Mandera,0.65,6750000,34.7,27.3,6204,0,Tuberculosis,Disease Severity,🟡 Medium
2023-01-02,Kenya,Mombasa,0.65,6750000,31.1,26.880000000000003,12253,0,Cholera,Disease Severity,🟡 Medium
2023-01-02,Kenya,Nairobi,0.65,6750000,31.9,26.54,11945,0,Meningitis,Disease Severity,🟡 Medium
2023-01-02,Kenya,Nakuru,0.65,6750000,31.4,26.21,5765,0,Meningitis,Disease Severity,🟡 Medium
2023-01-02,Kenya,Turkana,0.65,6750000,31.2,26.23,5226,0,Meningitis,Disease Severity,🟡 Medium
2023-01-02,Nigeria,Abuja,0.5,27500000,33.3,28.5,34868,0,Meningitis,Disease Severity,🟡 Medium
2023-01-02,Nigeria,Anambra,0.5,27500000,32.9,28.04,25622,0,Meningitis,Disease Severity,🟡 Medium
2023-01-02,Nigeria,Borno,0.5,27500000,32.8,27.8,14112,0,Tuberculosis,Disease Severity,🟡 Medium
2023-01-02,Nigeria,Kaduna,0.5,27500000,33.0,28.02,19243,0,Meningitis,Disease Severity,🟡 Medium
2023-01-02,Nigeria,Kano,0.5,27500000,32.4,28.169999999999998,17579,0,Meningitis,Disease Severity,🟡 Medium
2023-01-02,Nigeria,Lagos,0.5,27500000,34.2,28.689999999999998,37796,0,Tuberculosis,Disease Severity,🟡 Medium
2023-01-02,Nigeria,Oyo,0.5,27500000,33.5,27.93,17521,0,Cholera,Disease Severity,🟡 Medium
2023-01-02,Nigeria,Rivers,0.5,27500000,34.8,28.71,14786,0,Meningitis,Disease Severity,🟡 Medium
2023-01-02,Senegal,Dakar,0.6,2833333,31.7,26.5,3807,0,Meningitis,Disease Severity,🟡 Medium
2023-01-02,Senegal,Diourbel,0.6,2833333,33.6,27.27,1651,0,Meningitis,Disease Severity,🟡 Medium
2023-01-02,Senegal,Saint-Louis,0.6,2833333,32.8,27.49,1242,0,Dengue,Disease Severity,🟡 Medium
2023-01-02,Senegal,Tambacounda,0.6,2833333,31.4,27.339999999999996,1383,0,Meningitis,Disease Severity,🟡 Medium
2023-01-02,Senegal,Thiès,0.6,2833333,31.7,27.01,950,0,Meningitis,Disease Severity,🟡 Medium
2023-01-02,Senegal,Ziguinchor,0.6,2833333,32.9,27.23,1186,0,Mpox,Disease Severity,🟡 Medium
2023-01-02,Sudan,Blue Nile,0.35,7500000,33.8,28.85,2159,0,Meningitis,Disease Severity,🟡 Medium
2023-01-02,Sudan,Darfur,0.35,7500000,33.7,29.73,2324,0,Meningitis,Disease Severity,🟡 Medium
2023-01-02,Sudan,Kassala,0.35,7500000,36.2,28.889999999999997,2966,0,Meningitis,Disease Severity,🟡 Medium
2023-01-02,Sudan,Khartoum,0.35,7500000,36.1,30.610000000000003,6851,0,Cholera,Disease Severity,🟡 Medium
2023-01-02,Sudan,Omdurman,0.35,7500000,34.4,29.03,2915,0,Meningitis,Disease Severity,🟡 Medium
2023-01-02,Sudan,Red Sea State,0.35,7500000,47.8,31.18,2596,0,Meningitis,Disease Severity,🟡 Medium
2023-01-02,Tanzania,Arusha,0.55,9000000,32.6,27.839999999999996,7050,0,Meningitis,Disease Severity,🟡 Medium
2023-01-02,Tanzania,Dar es Salaam,0.55,9000000,32.1,27.32,16229,0,Meningitis,Disease Severity,🟡 Medium
2023-01-02,Tanzania,Dodoma,0.55,9000000,31.4,26.910000000000004,4630,0,Meningitis,Disease Severity,🟡 Medium
2023-01-02,Tanzania,Mbeya,0.55,9000000,33.0,27.21,7441,0,Meningitis,Disease Severity,🟡 Medium
2023-01-02,Tanzania,Morogoro,0.55,9000000,31.5,26.939999999999998,6620,0,Cholera,Disease Severity,🟡 Medium
2023-01-02,Tanzania,Mwanza,0.55,9000000,31.8,27.410000000000004,3344,0,Cholera,Disease Severity,🟡 Medium
2023-01-02,Tanzania,Zanzibar,0.55,9000000,31.2,26.76,5732,0,Meningitis,Disease Severity,🟡 Medium
2023-01-02,Uganda,Arua,0.55,6714285,35.8,27.2,2874,0,Meningitis,Disease Severity,🟡 Medium
2023-01-02,Uganda,Gulu,0.55,6714285,32.4,28.03,6635,0,Meningitis,Disease Severity,🟡 Medium
2023-01-02,Uganda,Jinja,0.55,6714285,32.3,26.810000000000002,3264,0,Meningitis,Disease Severity,🟡 Medium
2023-01-02,Uganda,Kampala,0.55,6714285,42.8,28.869999999999997,12408,0,Cholera,Disease Severity,🟡 Medium
2023-01-02,Uganda,Lira,0.55,6714285,32.2,27.080000000000002,3647,0,Meningitis,Disease Severity,🟡 Medium
2023-01-02,Uganda,Mbale,0.55,6714285,32.9,27.3,3489,0,Meningitis,Disease Severity,🟡 Medium
2023-01-02,Uganda,Mbarara,0.55,6714285,40.5,28.619999999999997,5840,0,Mpox,Disease Severity,🟡 Medium
2023-01-02,Zambia,Copperbelt,0.5,3800000,32.4,27.809999999999995,2804,0,Meningitis,Disease Severity,🟡 Medium
2023-01-02,Zambia,Eastern Province,0.5,3800000,33.3,27.619999999999997,2130,0,Mpox,Disease Severity,🟡 Medium
2023-01-02,Zambia,Lusaka,0.5,3800000,32.0,28.23,7777,0,Meningitis,Disease Severity,🟡 Medium
2023-01-02,Zambia,Northern Province,0.5,3800000,32.5,27.68,1876,0,Cholera,Disease Severity,🟡 Medium
2023-01-02,Zambia,Southern Province,0.5,3800000,33.7,27.68,2596,0,Meningitis,Disease Severity,🟡 Medium
2023-01-03,DRC,Bukavu,0.3,14285714,37.3,30.95,3823,0,Cholera,Disease Severity,🟡 Medium
2023-01-03,DRC,Goma,0.3,14285714,36.5,31.689999999999998,4026,0,Meningitis,Disease Severity,🟡 Medium
2023-01-03,DRC,Kananga,0.3,14285714,37.5,31.6,4562,0,Meningitis,Disease Severity,🟡 Medium
2023-01-03,DRC,Kinshasa,0.3,14285714,36.3,31.35,15038,0,Meningitis,Disease Severity,🟡 Medium
2023-01-03,DRC,Kisangani,0.3,14285714,40.0,32.55,5818,0,Malaria,Disease Severity,🟡 Medium
2023-01-03,DRC,Lubumbashi,0.3,14285714,37.1,31.419999999999998,5935,0,Meningitis,Disease Severity,🟡 Medium
2023-01-03,DRC,Mbuji-Mayi,0.3,14285714,37.0,31.18,3805,0,Meningitis,Disease Severity,🟡 Medium
2023-01-03,Ethiopia,Addis Ababa,0.45,17142857,44.6,31.05,15975,0,Meningitis,Disease Severity,🟡 Medium
2023-01-03,Ethiopia,Afar,0.45,17142857,35.3,29.65,10140,0,Meningitis,Disease Severity,🟡 Medium
2023-01-03,Ethiopia,Amhara,0.45,17142857,35.2,30.03,11001,0,Cholera,Disease Severity,🟡 Medium
2023-01-03,Ethiopia,Oromia,0.45,17142857,37.7,30.74,23923,0,Respiratory_Infections,AI Anomaly,🟡 Medium
2023-01-03,Ethiopia,Sidama,0.45,17142857,34.3,29.45,7761,0,Meningitis,Disease Severity,🟡 Medium
2023-01-03,Ethiopia,Somali Region,0.45,17142857,34.6,30.339999999999996,10281,0,Cholera,Disease Severity,🟡 Medium
2023-01-03,Ethiopia,Tigray,0.45,17142857,34.5,30.18,10066,0,Meningitis,Disease Severity,🟡 Medium
2023-01-03,Ghana,Accra,0.7,4714285,31.7,26.669999999999998,7947,0,Meningitis,Disease Severity,🟡 Medium
2023-01-03,Ghana,Kumasi,0.7,4714285,31.1,27.85,3832,0,Meningitis,Disease Severity,🟡 Medium
2023-01-03,Ghana,Northern Region,0.7,4714285,31.9,27.889999999999997,5372,0,Cholera,Disease Severity,🟡 Medium
2023-01-03,Ghana,Sekondi,0.7,4714285,32.2,27.910000000000004,3256,0,Cholera,Disease Severity,🟡 Medium
2023-01-03,Ghana,Sunyani,0.7,4714285,32.3,27.310000000000002,2818,0,Meningitis,Disease Severity,🟡 Medium
2023-01-03,Ghana,Tamale,0.7,4714285,32.7,27.189999999999998,3814,0,Meningitis,Disease Severity,🟡 Medium
2023-01-03,Ghana,Upper East,0.7,4714285,35.0,27.860000000000003,2284,0,Cholera,Disease Severity,🟡 Medium
2023-01-03,Kenya,Eldoret,0.65,6750000,34.1,27.57,5245,0,Meningitis,Disease Severity,🟡 Medium
2023-01-03,Kenya,Garissa,0.65,6750000,39.6,28.52,4438,0,Meningitis,Disease Severity,🟡 Medium
2023-01-03,Kenya,Kisumu,0.65,6750000,39.8,28.27,2867,0,Meningitis,Disease Severity,🟡 Medium
2023-01-03,Kenya,Mandera,0.65,6750000,34.3,28.02,7432,0,Meningitis,Disease Severity,🟡 Medium
2023-01-03,Kenya,Mombasa,0.65,6750000,31.6,27.860000000000003,12687,0,Meningitis,Disease Severity,🟡 Medium
2023-01-03,Kenya,Nairobi,0.65,6750000,32.3,27.630000000000003,11977,0,Meningitis,Disease Severity,🟡 Medium
2023-01-03,Kenya,Nakuru,0.65,6750000,32.6,27.0,4678,0,Cholera,Disease Severity,🟡 Medium
2023-01-03,Kenya,Turkana,0.65,6750000,35.0,27.660000000000004,5137,0,Tuberculosis,Disease Severity,🟡 Medium
2023-01-03,Nigeria,Abuja,0.5,27500000,35.6,30.75,31777,0,Tuberculosis,Disease Severity,🟡 Medium
2023-01-03,Nigeria,Anambra,0.5,27500000,34.9,30.04,27168,0,Cholera,Disease Severity,🟡 Medium
2023-01-03,Nigeria,Borno,0.5,27500000,34.6,29.660000000000004,14463,0,Meningitis,Disease Severity,🟡 Medium
2023-01-03,Nigeria,Kaduna,0.5,27500000,36.8,30.389999999999997,23834,0,Cholera,Disease Severity,🟡 Medium
2023-01-03,Nigeria,Kano,0.5,27500000,33.7,30.22,15893,0,Meningitis,Disease Severity,🟡 Medium
2023-01-03,Nigeria,Lagos,0.5,27500000,38.2,31.93,69357,0,Diarrheal_Disease,AI Anomaly,🟡 Medium
2023-01-03,Nigeria,Oyo,0.5,27500000,39.7,30.55,31124,0,Malaria,Disease Severity,🟡 Medium
2023-01-03,Nigeria,Rivers,0.5,27500000,36.0,30.1,19933,0,Respiratory_Infections,AI Anomaly,🟡 Medium
2023-01-03,Senegal,Dakar,0.6,2833333,37.1,28.660000000000004,3545,0,Cholera,Disease Severity,🟡 Medium
2023-01-03,Senegal,Diourbel,0.6,2833333,35.6,27.99,1641,0,Cholera,Disease Severity,🟡 Medium
2023-01-03,Senegal,Saint-Louis,0.6,2833333,33.1,28.8,1085,0,Meningitis,Disease Severity,🟡 Medium
2023-01-03,Senegal,Tambacounda,0.6,2833333,33.6,27.49,1044,0,Meningitis,Disease Severity,🟡 Medium
2023-01-03,Senegal,Thiès,0.6,2833333,33.6,28.4,948,0,Meningitis,Disease Severity,🟡 Medium
2023-01-03,Senegal,Ziguinchor,0.6,2833333,34.7,29.49,1226,0,Malnutrition,AI Anomaly,🟡 Medium
2023-01-03,Sudan,Blue Nile,0.35,7500000,37.1,31.419999999999998,2297,0,Meningitis,Disease Severity,🟡 Medium
2023-01-03,Sudan,Darfur,0.35,7500000,35.2,30.419999999999998,2479,0,Meningitis,Disease Severity,🟡 Medium
2023-01-03,Sudan,Kassala,0.35,7500000,37.0,31.25,3237,0,Malaria,Disease Severity,🟡 Medium
2023-01-03,Sudan,Khartoum,0.35,7500000,37.3,31.009999999999998,6214,0,Meningitis,Disease Severity,🟡 Medium
2023-01-03,Sudan,Omdurman,0.35,7500000,34.8,30.52,2366,0,Meningitis,Disease Severity,🟡 Medium
2023-01-03,Sudan,Red Sea State,0.35,7500000,41.6,30.910000000000004,2770,0,Meningitis,Disease Severity,🟡 Medium
2023-01-03,Tanzania,Arusha,0.55,9000000,34.5,29.639999999999997,12067,0,Respiratory_Infections,AI Anomaly,🟡 Medium
2023-01-03,Tanzania,Dar es Salaam,0.55,9000000,38.2,30.01,17582,0,Typhoid,AI Anomaly,🟡 Medium
2023-01-03,Tanzania,Dodoma,0.55,9000000,34.2,29.07,3797,0,Meningitis,Disease Severity,🟡 Medium
2023-01-03,Tanzania,Mbeya,0.55,9000000,33.9,28.78,8451,0,Cholera,Disease Severity,🟡 Medium
2023-01-03,Tanzania,Morogoro,0.55,9000000,34.3,29.119999999999997,7142,0,Cholera,Disease Severity,🟡 Medium
2023-01-03,Tanzania,Mwanza,0.55,9000000,35.6,29.310000000000002,4500,0,Meningitis,Disease Severity,🟡 Medium
2023-01-03,Tanzania,Zanzibar,0.55,9000000,32.9,27.53,5590,0,Meningitis,Disease Severity,🟡 Medium
2023-01-03,Uganda,Arua,0.55,6714285,34.3,28.909999999999997,3632,0,Meningitis,Disease Severity,🟡 Medium
2023-01-03,Uganda,Gulu,0.55,6714285,32.3,29.860000000000003,8294,0,Respiratory_Infections,AI Anomaly,🟡 Medium
2023-01-03,Uganda,Jinja,0.55,6714285,34.8,28.560000000000002,3239,0,Meningitis,Disease Severity,🟡 Medium
2023-01-03,Uganda,Kampala,0.55,6714285,37.2,29.15,11937,0,Cholera,Disease Severity,🟡 Medium
2023-01-03,Uganda,Lira,0.55,6714285,40.8,30.45,4017,0,Mpox,Disease Severity,🟡 Medium
2023-01-03,Uganda,Mbale,0.55,6714285,33.2,28.82,3202,0,Mpox,Disease Severity,🟡 Medium
2023-01-03,Uganda,Mbarara,0.55,6714285,38.8,30.72,6645,0,Mpox,Disease Severity,🟡 Medium
2023-01-03,Zambia,Copperbelt,0.5,3800000,33.5,28.630000000000003,2868,0,Cholera,Disease Severity,🟡 Medium
2023-01-03,Zambia,Eastern Province,0.5,3800000,36.4,29.560000000000002,2052,0,Mpox,Disease Severity,🟡 Medium
2023-01-03,Zambia,Lusaka,0.5,3800000,34.5,29.2,7895,0,Cholera,Disease Severity,🟡 Medium
2023-01-03,Zambia,Northern Province,0.5,3800000,36.6,29.53,1869,0,Cholera,Disease Severity,🟡 Medium
2023-01-03,Zambia,Southern Province,0.5,3800000,35.0,29.28,2467,0,Meningitis,Disease Severity,🟡 Medium
2023-01-04,DRC,Bukavu,0.3,14285714,37.5,31.55,3575,0,Meningitis,Disease Severity,🟡 Medium
2023-01-04,DRC,Goma,0.3,14285714,34.6,32.05,4879,0,Meningitis,Disease Severity,🟡 Medium
2023-01-04,DRC,Kananga,0.3,14285714,38.2,31.389999999999997,4659,0,Cholera,Disease Severity,🟡 Medium
2023-01-04,DRC,Kinshasa,0.3,14285714,36.0,32.44,13861,0,Tuberculosis,Disease Severity,🟡 Medium
2023-01-04,DRC,Kisangani,0.3,14285714,36.1,31.669999999999998,6912,0,Mpox,Disease Severity,🟡 Medium
2023-01-04,DRC,Lubumbashi,0.3,14285714,38.6,31.560000000000002,5789,0,Cholera,Disease Severity,🟡 Medium
2023-01-04,DRC,Mbuji-Mayi,0.3,14285714,47.6,32.38,4883,0,Mpox,Disease Severity,🟡 Medium
2023-01-04,Ethiopia,Addis Ababa,0.45,17142857,42.0,31.589999999999996,16943,0,Meningitis,Disease Severity,🟡 Medium
2023-01-04,Ethiopia,Afar,0.45,17142857,36.7,30.04,11972,0,Meningitis,Disease Severity,🟡 Medium
2023-01-04,Ethiopia,Amhara,0.45,17142857,34.9,29.73,8064,0,Tuberculosis,Disease Severity,🟡 Medium
2023-01-04,Ethiopia,Oromia,0.45,17142857,34.0,30.110000000000003,18195,0,Malaria,Disease Severity,🟡 Medium
2023-01-04,Ethiopia,Sidama,0.45,17142857,37.7,30.24,9320,0,Cholera,Disease Severity,🟡 Medium
2023-01-04,Ethiopia,Somali Region,0.45,17142857,36.1,31.8,10860,0,Malnutrition,AI Anomaly,🟡 Medium
2023-01-04,Ethiopia,Tigray,0.45,17142857,35.1,29.71,11799,0,Meningitis,Disease Severity,🟡 Medium
2023-01-04,Ghana,Accra,0.7,4714285,31.5,26.880000000000003,8879,0,Meningitis,Disease Severity,🟡 Medium
2023-01-04,Ghana,Kumasi,0.7,4714285,31.9,27.22,3055,0,Cholera,Disease Severity,🟡 Medium
2023-01-04,Ghana,Northern Region,0.7,4714285,32.5,27.26,4446,0,Meningitis,Disease Severity,🟡 Medium
2023-01-04,Ghana,Sekondi,0.7,4714285,33.3,28.380000000000003,3716,0,Tuberculosis,Disease Severity,🟡 Medium
2023-01-04,Ghana,Sunyani,0.7,4714285,33.2,28.71,3036,0,Meningitis,Disease Severity,🟡 Medium
2023-01-04,Ghana,Tamale,0.7,4714285,32.0,26.6,4148,0,Meningitis,Disease Severity,🟡 Medium
